"AB291075" "AB291076" "AB291077" "AM711901" "AY377151" "AY377152" "AY598542" "AY598553" "AY598564" "Ailuropoda melanoleuca" "Ailurus sp" "DQ533938" "DQ533939" "EF212882.1" "EF491163" "EF672696" "FJ236015" "FJ429093" "FJ719367" "GQ901984.1" "GU167278" "HM102305" "HM106317" "HM106318" "HM106319" "HM106320" "HM106321" "HM106322" "HM106323" "HM106324" "HM106325" "HM106326" "HM106328" "HM106329" "HM106330" "HQ705176" "HQ705180" "HQ919648" "Helarctos malayanus" "JF443239" "JF443242" "JF443243" "JF443247" "JF443248" "JF443274" "JF443294" "JF443295" "JF443296" "JF443299" "JF443309" "JF443518" "JF443523.1" "JF443546.1" "JF443548.1" "JF444305" "JF459161" "JQ600066" "Melursus sp" "NC_009677" "NC_009678" "NC_009685" "NC_009692" "NC_011125" "NC_011358" "NC_011579" "NC_012141" "Tremarctos ornatus"
"GU167278" 0.0619248365792101 0.196275255943535 0.18597571068597 0.192735373792626 0.192735373792626 0.222223461705047 0.209412839101379 0.222223461705047 0.17723581475347 0.191688152129878 0.233790668313973 0.18597571068597 0.229069613847797 0.191688152129878 0.199632576174133 0.224031787853427 0.216568962745089 0.216507492245986 0.199632576174133 0.216582904614468 0 0.222223461705047 0.212579704200203 0.232725986152542 0.231246133560237 0.218390464427822 0.234533328644157 0.219723456496694 0.21614557789838 0.216875664209717 0.187081707089456 0.199632576174133 0.221913490204088 0.110100806447036 0.174942232750017 0.187973433036998 0.187973433036998 0.17723581475347 0.235787552932507 0.192735373792626 0.192735373792626 0.192735373792626 0.219723456496694 0.219723456496694 0.185609362439025 0.208909913534441 0.208909913534441 0.208909913534441 0.211343008360028 0.219723456496694 0.17723581475347 0.211473212414494 0.221472919141288 0.221472919141288 0.227629433955799 0.182899321159002 0.234533328644157 0.238640387896159 0.0619248365792101 0.196275255943535 0.192735373792626 0.18597571068597 0.0101034462891231 0.216568962745089 0.216507492245986 0.199632576174133 0.21931308775729
"HM102305" 0.228004024363182 0.224380695563784 0.19957703633729 0.221874424652012 0.226899592578763 0 0.208051252276411 0.209336400963185 0.208610201500575 0.210158391962309 0.180140294732553 0.19957703633729 0.185458451246484 0.210158391962309 0.199017581139901 0.206788699817842 0.201969385398958 0.220072615050775 0.215440549324471 0.254479824299235 0.222223461705047 0 0.181592094482711 0.170386392574389 0.181084431155801 0.159175160546473 0.114216056015293 0.00167224236142362 0.224736029806383 0.210502237576515 0.204980373669462 0.215440549324471 0.200161059250578 0.2126283088039 0.201398538020023 0.182123367862109 0.182123367862109 0.208610201500575 0.269654661972385 0.226899592578763 0.226899592578763 0.226899592578763 0.206944051901516 0.206944051901516 0.179803178083858 0.141570740645943 0.141570740645943 0.143712071541943 0.139438541252714 0.00167224236142362 0.199017581139901 0.24889715781271 0.251862017272262 0.251862017272262 0.223308866578673 0.227359105320976 0.114216056015293 0.24889715781271 0.228004024363182 0.224380695563784 0.221874424652012 0.19957703633729 0.221874424652012 0.201969385398958 0.220072615050775 0.215440549324471 0.247027990226955
"HM106317" 0.234915924226 0.198482779079964 0.198224651258988 0.224549024885996 0.229536597414406 0.181592094482711 0.210738075246013 0.227991651641437 0.22672063064986 0.235787552932507 0.237677921107651 0.198224651258988 0.125053743985845 0.235787552932507 0.240018009313121 0.225517476366785 0.220542310940201 0.205625757703703 0.203509033658398 0.243068170726781 0.212579704200203 0.181592094482711 0 0.0601451755676143 0.127388609406423 0.174511975285847 0.170386392574389 0.179282621554564 0.210158391962309 0.213171170071599 0.19874709290277 0.203509033658398 0.194030076786091 0.2731985878353 0.221770095158505 0.197196079457168 0.197196079457168 0.22672063064986 0.247523263376835 0.229536597414406 0.229536597414406 0.229536597414406 0.225522510821146 0.225522510821146 0.194826406775219 0.124851707752997 0.126970354990755 0.124851707752997 0.126970354990755 0.179282621554564 0.224239235978796 0.250433714936355 0.237991984994772 0.248196420810375 0.213476419959691 0.225239468729949 0.170386392574389 0.276965137423961 0.234915924226 0.198482779079964 0.224549024885996 0.198224651258988 0.210445072122587 0.220542310940201 0.205625757703703 0.203509033658398 0.260877958910033
"HM106318" 0.250769181039753 0.184727482870574 0.200331216336199 0.207748748744335 0.212579704200203 0.170386392574389 0.203790887081691 0.220349454203129 0.232049165515742 0.221182255343045 0.220620510772835 0.200331216336199 0.123142299383596 0.221182255343045 0.244804959344447 0.245547201459211 0.24037919679388 0.194030076786091 0.191941991366779 0.256356005712752 0.232725986152542 0.170386392574389 0.0601451755676143 0 0.121235991826152 0.177125228923241 0.163856496195881 0.168123945275244 0.198482779079964 0.201398538020023 0.184965133979847 0.191941991366779 0.206194737865743 0.276369741141 0.224549024885996 0.199865981943625 0.199865981943625 0.232049165515742 0.245292281458563 0.212579704200203 0.212579704200203 0.212579704200203 0.21792226497073 0.21792226497073 0.197479342567296 0.1293090888198 0.127176889426571 0.125053743985845 0.127176889426571 0.168123945275244 0.227036592206053 0.248196420810375 0.261633099552097 0.256356005712752 0.223689314655213 0.230473046312502 0.163856496195881 0.253377814328149 0.250769181039753 0.184727482870574 0.207748748744335 0.200331216336199 0.240747080109139 0.24037919679388 0.194030076786091 0.191941991366779 0.263904518927065
"HM106319" 0.228714482581964 0.22086571700775 0.212579704200203 0.205625757703703 0.210445072122587 0.181084431155801 0.201680871946826 0.222518053089504 0.217457791672886 0.214155715382069 0.203601476989038 0.212579704200203 0.013516428824323 0.214155715382069 0.191688152129878 0.203509033658398 0.19874709290277 0.215927405259794 0.213788001007124 0.24889715781271 0.231246133560237 0.181084431155801 0.127388609406423 0.121235991826152 0 0.186222112389896 0.150005148651654 0.178785576531486 0.220542310940201 0.218714149228629 0.204078958078573 0.213788001007124 0.218714149228629 0.245547201459211 0.2199147990741 0.195387753308788 0.195387753308788 0.217457791672886 0.255988786318725 0.210445072122587 0.210445072122587 0.210445072122587 0.220084958263918 0.220084958263918 0.193018080626839 0.139874296968691 0.13770038050064 0.139874296968691 0.142057706551862 0.178785576531486 0.222383939894392 0.233274984831171 0.233589839902907 0.228589798235615 0.201969385398958 0.211212582376702 0.150005148651654 0.256356005712752 0.228714482581964 0.22086571700775 0.205625757703703 0.212579704200203 0.229069613847797 0.19874709290277 0.215927405259794 0.213788001007124 0.230774979622818
"HM106320" 0.228365857637496 0.208316763008119 0.208029608487754 0.210738075246013 0.210738075246013 0.159175160546473 0.204373236183009 0.223935978309316 0.21961071313804 0.21931308775729 0.221770095158505 0.208029608487754 0.188282479331394 0.21931308775729 0.208029608487754 0.215927405259794 0.211037390732974 0.211343008360028 0.231607690363728 0.236436629412024 0.218390464427822 0.159175160546473 0.174511975285847 0.177125228923241 0.186222112389896 0 0.163408272397273 0.156962767556295 0.211037390732974 0.221531782645074 0.19246791183615 0.231607690363728 0.209846592128577 0.230542644293536 0.209878045743989 0.198064172342388 0.198064172342388 0.21961071313804 0.236436629412024 0.210738075246013 0.210738075246013 0.210738075246013 0.221472919141288 0.221472919141288 0.200462258474134 0.14529017735081 0.143111524666332 0.14529017735081 0.147478364650709 0.156962767556295 0.212293509378821 0.231083568991135 0.216582904614468 0.221472919141288 0.252812126511056 0.224865334565456 0.163408272397273 0.251494566251262 0.228365857637496 0.208316763008119 0.210738075246013 0.208029608487754 0.223689314655213 0.211037390732974 0.211343008360028 0.231607690363728 0.227991651641437
"HM106321" 0.214430118405137 0.200161059250578 0.187036955798721 0.212297577428681 0.217235889176637 0.114216056015293 0.215789927896402 0.212013688046714 0.220542310940201 0.211212582376702 0.188206496318243 0.187036955798721 0.154172106148911 0.211212582376702 0.210738075246013 0.196383022304797 0.191688152129878 0.203185033817296 0.220789969563694 0.245625721060166 0.234533328644157 0.114216056015293 0.170386392574389 0.163856496195881 0.150005148651654 0.163408272397273 0 0.112154197423362 0.202871901692109 0.208382385003832 0.183912284260962 0.220789969563694 0.210171301402685 0.230891115530531 0.208316763008119 0.180072246499791 0.180072246499791 0.220542310940201 0.24496571304345 0.217235889176637 0.217235889176637 0.217235889176637 0.209604044828739 0.209604044828739 0.177757427550419 0.157392621800325 0.157392621800325 0.159614847680537 0.155180228810147 0.112154197423362 0.210738075246013 0.242741255516616 0.245625721060166 0.245625721060166 0.222223461705047 0.216582904614468 0 0.232665347797962 0.214430118405137 0.200161059250578 0.212297577428681 0.187036955798721 0.234158716305676 0.191688152129878 0.203185033817296 0.220789969563694 0.213616433160753
"HM106322" 0.225465947847251 0.221874424652012 0.197196079457168 0.219380653896493 0.224380695563784 0.00167224236142362 0.210502237576515 0.206944051901516 0.206194737865743 0.212579704200203 0.182428628246259 0.197196079457168 0.183143632297113 0.212579704200203 0.196647908457953 0.204373236183009 0.19957703633729 0.222578885962547 0.212965296744543 0.257111409321372 0.219723456496694 0.00167224236142362 0.179282621554564 0.168123945275244 0.178785576531486 0.156962767556295 0.112154197423362 0 0.227261287699417 0.212965296744543 0.202564910034629 0.212965296744543 0.19776871018891 0.210171301402685 0.199017581139901 0.179803178083858 0.179803178083858 0.206194737865743 0.272357371255839 0.224380695563784 0.224380695563784 0.224380695563784 0.204563095021395 0.204563095021395 0.177493705155711 0.143712071541943 0.143712071541943 0.145862612491638 0.141570740645943 0 0.196647908457953 0.251494566251262 0.254479824299235 0.254479824299235 0.220789969563694 0.229865376232748 0.112154197423362 0.251494566251262 0.225465947847251 0.221874424652012 0.219380653896493 0.197196079457168 0.219380653896493 0.19957703633729 0.222578885962547 0.212965296744543 0.249625398665507
"HM106323" 0.206949779933351 0.0307789433131147 0.187081707089456 0.1624337815904 0.1624337815904 0.224736029806383 0.0563067999457472 0.18778403683435 0.184180370833804 0.200588721856961 0.238918918397568 0.187081707089456 0.217762275881806 0.200588721856961 0.212965296744543 0.213658010578323 0.206268713530263 0.00502726055711399 0.123563147226854 0.222700587629762 0.21614557789838 0.224736029806383 0.210158391962309 0.198482779079964 0.220542310940201 0.211037390732974 0.202871901692109 0.227261287699417 0 0.054448061745681 0.0867366924394708 0.123563147226854 0.191310577487849 0.243094584301478 0.179539966296567 0.163018530999173 0.163018530999173 0.184180370833804 0.21961071313804 0.1624337815904 0.1624337815904 0.1624337815904 0.185458451246484 0.185458451246484 0.160730197485467 0.192201915074519 0.192201915074519 0.192201915074519 0.189859990418306 0.227261287699417 0.181854785245938 0.227359105320976 0.215311290581702 0.217762275881806 0.186222112389896 0.195104041187997 0.202871901692109 0.217457791672886 0.206949779933351 0.0307789433131147 0.1624337815904 0.187081707089456 0.225840517556946 0.206268713530263 0.00502726055711399 0.123563147226854 0.217457791672886
"HM106324" 0.205192303451287 0.0506729754091843 0.194190831590596 0.151680176663658 0.156184711634841 0.210502237576515 0.0187096658036749 0.18778403683435 0.193592413456621 0.196383022304797 0.225517476366785 0.194190831590596 0.215927405259794 0.196383022304797 0.225465947847251 0.208719698830367 0.201402495071148 0.0545376401575443 0.117648445182859 0.225188154949819 0.216875664209717 0.210502237576515 0.213171170071599 0.201398538020023 0.218714149228629 0.221531782645074 0.208382385003832 0.212965296744543 0.054448061745681 0 0.0870266325624997 0.117648445182859 0.172484824386005 0.241305667902625 0.188864245835604 0.158452289217537 0.158452289217537 0.193592413456621 0.232049165515742 0.156184711634841 0.156184711634841 0.156184711634841 0.185458451246484 0.185458451246484 0.156184711634841 0.197479342567296 0.197479342567296 0.197479342567296 0.195104041187997 0.212965296744543 0.191222740774673 0.234915924226 0.24815137401278 0.24815137401278 0.169903647733385 0.185714093862199 0.208382385003832 0.2199147990741 0.205192303451287 0.0506729754091843 0.151680176663658 0.194190831590596 0.226608845904745 0.201402495071148 0.0545376401575443 0.117648445182859 0.21501279902579
"HM106325" 0.178302327602775 0.078786269932909 0.172659123760226 0.14891944539644 0.15114662057113 0.204980373669462 0.0930027993244203 0.199017581139901 0.174454463612393 0.172931902864935 0.198224651258988 0.172659123760226 0.215927405259794 0.172931902864935 0.188312163535666 0.177757427550419 0.170876585014079 0.0888594648014713 0.110983867408776 0.224549024885996 0.187081707089456 0.204980373669462 0.19874709290277 0.184965133979847 0.204078958078573 0.19246791183615 0.183912284260962 0.202564910034629 0.0867366924394708 0.0870266325624997 0 0.110983867408776 0.185912806649446 0.217578844295255 0.174454463612393 0.16702096972842 0.16702096972842 0.174454463612393 0.231398803417654 0.15114662057113 0.15114662057113 0.15114662057113 0.196647908457953 0.196647908457953 0.164722115104106 0.17421933474985 0.171951757167154 0.171951757167154 0.171951757167154 0.202564910034629 0.172181732426555 0.214435000284608 0.222073772306068 0.232049165515742 0.171654968380487 0.185208794087149 0.183912284260962 0.231720672317152 0.178302327602775 0.078786269932909 0.14891944539644 0.172659123760226 0.191513315187907 0.170876585014079 0.0888594648014713 0.110983867408776 0.209604044828739
"HM106326" 0.197875099692068 0.11913072555798 0.175453276007322 0.149443036466198 0.153927371457578 0.215440549324471 0.12400446297704 0.176262789760773 0.170386392574389 0.203509033658398 0.191688152129878 0.175453276007322 0.218390464427822 0.203509033658398 0.203185033817296 0.184734284937352 0.177757427550419 0.123781251485104 0 0.250769181039753 0.199632576174133 0.215440549324471 0.203509033658398 0.191941991366779 0.213788001007124 0.231607690363728 0.220789969563694 0.212965296744543 0.123563147226854 0.117648445182859 0.110983867408776 0 0.191310577487849 0.225840517556946 0.165871689214692 0.142791053653016 0.142791053653016 0.170386392574389 0.260554292874132 0.153927371457578 0.153927371457578 0.153927371457578 0.173990058574935 0.173990058574935 0.140593247916497 0.192739970590024 0.192739970590024 0.192739970590024 0.190387025071318 0.212965296744543 0.168123945275244 0.232384273247726 0.24037919679388 0.245547201459211 0.175093027615758 0.178785576531486 0.220789969563694 0.240018009313121 0.197875099692068 0.11913072555798 0.149443036466198 0.175453276007322 0.20906318599911 0.177757427550419 0.123781251485104 0 0.227359105320976
"HM106328" 0.225245116179902 0.190348734416297 0.157392621800325 0.197543103142347 0.202397510205828 0.200161059250578 0.174799643335376 0.214760636596709 0.189440202028525 0.208909913534441 0.21807317011991 0.157392621800325 0.22086571700775 0.208909913534441 0.203829684303547 0.177757427550419 0.170876585014079 0.184482974941556 0.191310577487849 0.232725986152542 0.221913490204088 0.200161059250578 0.194030076786091 0.206194737865743 0.218714149228629 0.209846592128577 0.210171301402685 0.19776871018891 0.191310577487849 0.172484824386005 0.185912806649446 0.191310577487849 0 0.255488262980842 0.184734284937352 0.167615314219679 0.167615314219679 0.189440202028525 0.249999811269015 0.202397510205828 0.202397510205828 0.202397510205828 0.212297577428681 0.212297577428681 0.165337405951749 0.182899321159002 0.182899321159002 0.182899321159002 0.180600466534687 0.19776871018891 0.182397832087656 0.229865376232748 0.232725986152542 0.222700587629762 0.192735373792626 0.210839392405047 0.210171301402685 0.253005752514751 0.225245116179902 0.190348734416297 0.197543103142347 0.157392621800325 0.226608845904745 0.170876585014079 0.184482974941556 0.191310577487849 0.229865376232748
"HM106329" 0.114571179753323 0.242686675559655 0.204673711293346 0.202564910034629 0.19776871018891 0.2126283088039 0.23869469591205 0.212579704200203 0.204078958078573 0.209878045743989 0.213476419959691 0.204673711293346 0.247770102581103 0.209878045743989 0.2126283088039 0.223689314655213 0.216245008408338 0.248786236573807 0.225840517556946 0.21931308775729 0.110100806447036 0.2126283088039 0.2731985878353 0.276369741141 0.245547201459211 0.230542644293536 0.230891115530531 0.210171301402685 0.243094584301478 0.241305667902625 0.217578844295255 0.225840517556946 0.255488262980842 0 0.206488601296547 0.206268713530263 0.206268713530263 0.204078958078573 0.226108403564551 0.19776871018891 0.19776871018891 0.19776871018891 0.210158391962309 0.210158391962309 0.203829684303547 0.237112499924707 0.237112499924707 0.237112499924707 0.239663525866655 0.210171301402685 0.208909913534441 0.214155715382069 0.241873305397525 0.247027990226955 0.234914498340755 0.205625757703703 0.230891115530531 0.231398803417654 0.114571179753323 0.242686675559655 0.202564910034629 0.204673711293346 0.114046133724597 0.216245008408338 0.248786236573807 0.225840517556946 0.214720698611221
"HM106330" 0.182397832087656 0.185714093862199 0.179539966296567 0.195677532966059 0.200462258474134 0.201398538020023 0.179539966296567 0.215311290581702 0.00841770723193134 0.217457791672886 0.227991651641437 0.179539966296567 0.222073772306068 0.217457791672886 0.204980373669462 0.187081707089456 0.180072246499791 0.179803178083858 0.165871689214692 0.228898798209301 0.174942232750017 0.201398538020023 0.221770095158505 0.224549024885996 0.2199147990741 0.209878045743989 0.208316763008119 0.199017581139901 0.179539966296567 0.188864245835604 0.174454463612393 0.165871689214692 0.184734284937352 0.206488601296547 0 0.188585215470081 0.188585215470081 0.00841770723193134 0.216031896795586 0.200462258474134 0.200462258474134 0.200462258474134 0.212872261354986 0.212872261354986 0.186243290813868 0.177862386464623 0.177862386464623 0.177862386464623 0.175594808881927 0.199017581139901 0.00167224236142362 0.214435000284608 0.219021933841185 0.219021933841185 0.213308533225338 0.190938160988787 0.208316763008119 0.226108403564551 0.182397832087656 0.185714093862199 0.195677532966059 0.179539966296567 0.188585215470081 0.180072246499791 0.179803178083858 0.165871689214692 0.190733880837316
"HQ705176" 0.209768651074429 0.159876964275541 0.153191166779303 0.176007395384652 0.180713312475825 0.182123367862109 0.160730197485467 0.188045100415105 0.198064172342388 0.203790887081691 0.201398538020023 0.153191166779303 0.202264068075372 0.203790887081691 0.22406431115101 0.185020092665292 0.178026971677922 0.160440287091977 0.142791053653016 0.244100311915341 0.187973433036998 0.182123367862109 0.197196079457168 0.199865981943625 0.195387753308788 0.198064172342388 0.180072246499791 0.179803178083858 0.163018530999173 0.158452289217537 0.16702096972842 0.142791053653016 0.167615314219679 0.206268713530263 0.188585215470081 0 0 0.198064172342388 0.225517476366785 0.180713312475825 0.180713312475825 0.180713312475825 0.185714093862199 0.185714093862199 0.00167224236142362 0.19065958568777 0.19065958568777 0.19065958568777 0.188312163535666 0.179803178083858 0.190938160988787 0.228365857637496 0.246711283905917 0.244100311915341 0.186537271546059 0.206788699817842 0.180072246499791 0.223353284327807 0.209768651074429 0.159876964275541 0.176007395384652 0.153191166779303 0.18767028313151 0.178026971677922 0.160440287091977 0.142791053653016 0.223353284327807
"HQ705180" 0.209768651074429 0.159876964275541 0.153191166779303 0.176007395384652 0.180713312475825 0.182123367862109 0.160730197485467 0.188045100415105 0.198064172342388 0.203790887081691 0.201398538020023 0.153191166779303 0.202264068075372 0.203790887081691 0.22406431115101 0.185020092665292 0.178026971677922 0.160440287091977 0.142791053653016 0.244100311915341 0.187973433036998 0.182123367862109 0.197196079457168 0.199865981943625 0.195387753308788 0.198064172342388 0.180072246499791 0.179803178083858 0.163018530999173 0.158452289217537 0.16702096972842 0.142791053653016 0.167615314219679 0.206268713530263 0.188585215470081 0 0 0.198064172342388 0.225517476366785 0.180713312475825 0.180713312475825 0.180713312475825 0.185714093862199 0.185714093862199 0.00167224236142362 0.19065958568777 0.19065958568777 0.19065958568777 0.188312163535666 0.179803178083858 0.190938160988787 0.228365857637496 0.246711283905917 0.244100311915341 0.186537271546059 0.206788699817842 0.180072246499791 0.223353284327807 0.209768651074429 0.159876964275541 0.176007395384652 0.153191166779303 0.18767028313151 0.178026971677922 0.160440287091977 0.142791053653016 0.223353284327807
"HQ919648" 0.184734284937352 0.190387025071318 0.1865168236835 0.195677532966059 0.200462258474134 0.208610201500575 0.184180370833804 0.217762275881806 0 0.2199147990741 0.235473087979793 0.1865168236835 0.21961071313804 0.2199147990741 0.19776871018891 0.184734284937352 0.177757427550419 0.184454374415015 0.170386392574389 0.236436629412024 0.17723581475347 0.208610201500575 0.22672063064986 0.232049165515742 0.217457791672886 0.21961071313804 0.220542310940201 0.206194737865743 0.184180370833804 0.193592413456621 0.174454463612393 0.170386392574389 0.189440202028525 0.204078958078573 0.00841770723193134 0.198064172342388 0.198064172342388 0 0.223349100554805 0.200462258474134 0.200462258474134 0.200462258474134 0.215311290581702 0.215311290581702 0.195677532966059 0.184727482870574 0.184727482870574 0.184727482870574 0.182428628246259 0.206194737865743 0.00672279035467555 0.221770095158505 0.226411230889244 0.226411230889244 0.223308866578673 0.198064172342388 0.220542310940201 0.233589839902907 0.184734284937352 0.190387025071318 0.195677532966059 0.1865168236835 0.190938160988787 0.177757427550419 0.184454374415015 0.170386392574389 0.193054070615567
"Helarctos malayanus" 0.211740251747236 0.221770095158505 0.227688160158171 0.254105538241838 0.254105538241838 0.269654661972385 0.237112499924707 0.242741255516616 0.223349100554805 0.226482962147925 0.245625721060166 0.227688160158171 0.255628566860923 0.226482962147925 0.256356005712752 0.24037919679388 0.232725986152542 0.221770095158505 0.260554292874132 0.103124602462744 0.235787552932507 0.269654661972385 0.247523263376835 0.245292281458563 0.255988786318725 0.236436629412024 0.24496571304345 0.272357371255839 0.21961071313804 0.232049165515742 0.231398803417654 0.260554292874132 0.249999811269015 0.226108403564551 0.216031896795586 0.225517476366785 0.225517476366785 0.223349100554805 0 0.254105538241838 0.254105538241838 0.254105538241838 0.242741255516616 0.242741255516616 0.223023705611265 0.23486435938469 0.23486435938469 0.23486435938469 0.237370630296462 0.272357371255839 0.218459086027985 0.0868792641934229 0.0950108341518652 0.0970269659158344 0.206488601296547 0.251494566251262 0.24496571304345 0.123781251485104 0.211740251747236 0.221770095158505 0.254105538241838 0.227688160158171 0.245625721060166 0.232725986152542 0.221770095158505 0.260554292874132 0.173365905029805
"JF443239" 0.195133459924373 0.17134535694709 0.215789927896402 0.00335009628490978 0 0.226899592578763 0.163018530999173 0.201680871946826 0.200462258474134 0.230200728259508 0.222700587629762 0.215789927896402 0.210738075246013 0.230200728259508 0.220072615050775 0.220072615050775 0.2126283088039 0.167321129628318 0.153927371457578 0.244444005147734 0.192735373792626 0.226899592578763 0.229536597414406 0.212579704200203 0.210445072122587 0.210738075246013 0.217235889176637 0.224380695563784 0.1624337815904 0.156184711634841 0.15114662057113 0.153927371457578 0.202397510205828 0.19776871018891 0.200462258474134 0.180713312475825 0.180713312475825 0.200462258474134 0.254105538241838 0 0 0 0.199294232570498 0.199294232570498 0.183082985157773 0.213476419959691 0.213476419959691 0.213476419959691 0.211037390732974 0.224380695563784 0.202871901692109 0.231398803417654 0.23931575506414 0.234239569332131 0.232144026139758 0.194289413518883 0.217235889176637 0.2731985878353 0.195133459924373 0.17134535694709 0.00335009628490978 0.215789927896402 0.1972171125393 0.2126283088039 0.167321129628318 0.153927371457578 0.246667165347695
"JF443242" 0.195133459924373 0.17134535694709 0.215789927896402 0.00335009628490978 0 0.226899592578763 0.163018530999173 0.201680871946826 0.200462258474134 0.230200728259508 0.222700587629762 0.215789927896402 0.210738075246013 0.230200728259508 0.220072615050775 0.220072615050775 0.2126283088039 0.167321129628318 0.153927371457578 0.244444005147734 0.192735373792626 0.226899592578763 0.229536597414406 0.212579704200203 0.210445072122587 0.210738075246013 0.217235889176637 0.224380695563784 0.1624337815904 0.156184711634841 0.15114662057113 0.153927371457578 0.202397510205828 0.19776871018891 0.200462258474134 0.180713312475825 0.180713312475825 0.200462258474134 0.254105538241838 0 0 0 0.199294232570498 0.199294232570498 0.183082985157773 0.213476419959691 0.213476419959691 0.213476419959691 0.211037390732974 0.224380695563784 0.202871901692109 0.231398803417654 0.23931575506414 0.234239569332131 0.232144026139758 0.194289413518883 0.217235889176637 0.2731985878353 0.195133459924373 0.17134535694709 0.00335009628490978 0.215789927896402 0.1972171125393 0.2126283088039 0.167321129628318 0.153927371457578 0.246667165347695
"JF443243" 0.195133459924373 0.17134535694709 0.215789927896402 0.00335009628490978 0 0.226899592578763 0.163018530999173 0.201680871946826 0.200462258474134 0.230200728259508 0.222700587629762 0.215789927896402 0.210738075246013 0.230200728259508 0.220072615050775 0.220072615050775 0.2126283088039 0.167321129628318 0.153927371457578 0.244444005147734 0.192735373792626 0.226899592578763 0.229536597414406 0.212579704200203 0.210445072122587 0.210738075246013 0.217235889176637 0.224380695563784 0.1624337815904 0.156184711634841 0.15114662057113 0.153927371457578 0.202397510205828 0.19776871018891 0.200462258474134 0.180713312475825 0.180713312475825 0.200462258474134 0.254105538241838 0 0 0 0.199294232570498 0.199294232570498 0.183082985157773 0.213476419959691 0.213476419959691 0.213476419959691 0.211037390732974 0.224380695563784 0.202871901692109 0.231398803417654 0.23931575506414 0.234239569332131 0.232144026139758 0.194289413518883 0.217235889176637 0.2731985878353 0.195133459924373 0.17134535694709 0.00335009628490978 0.215789927896402 0.1972171125393 0.2126283088039 0.167321129628318 0.153927371457578 0.246667165347695
"JF443247" 0.226544355954763 0.180600466534687 0.157392621800325 0.194554860593225 0.199294232570498 0.206944051901516 0.197196079457168 0.00167224236142362 0.215311290581702 0.224239235978796 0.233589839902907 0.157392621800325 0.220349454203129 0.224239235978796 0.200769570182463 0.208051252276411 0.200769570182463 0.181084431155801 0.173990058574935 0.256356005712752 0.219723456496694 0.206944051901516 0.225522510821146 0.21792226497073 0.220084958263918 0.221472919141288 0.209604044828739 0.204563095021395 0.185458451246484 0.185458451246484 0.196647908457953 0.173990058574935 0.212297577428681 0.210158391962309 0.212872261354986 0.185714093862199 0.185714093862199 0.215311290581702 0.242741255516616 0.199294232570498 0.199294232570498 0.199294232570498 0 0 0.183393904083948 0.201949114929147 0.201949114929147 0.201949114929147 0.20431318552712 0.204563095021395 0.215311290581702 0.243068170726781 0.264292680290897 0.261633099552097 0.208382385003832 0.213171170071599 0.209604044828739 0.232966817068021 0.226544355954763 0.180600466534687 0.194554860593225 0.157392621800325 0.229431243557036 0.200769570182463 0.181084431155801 0.173990058574935 0.250093963127044
"JF443248" 0.226544355954763 0.180600466534687 0.157392621800325 0.194554860593225 0.199294232570498 0.206944051901516 0.197196079457168 0.00167224236142362 0.215311290581702 0.224239235978796 0.233589839902907 0.157392621800325 0.220349454203129 0.224239235978796 0.200769570182463 0.208051252276411 0.200769570182463 0.181084431155801 0.173990058574935 0.256356005712752 0.219723456496694 0.206944051901516 0.225522510821146 0.21792226497073 0.220084958263918 0.221472919141288 0.209604044828739 0.204563095021395 0.185458451246484 0.185458451246484 0.196647908457953 0.173990058574935 0.212297577428681 0.210158391962309 0.212872261354986 0.185714093862199 0.185714093862199 0.215311290581702 0.242741255516616 0.199294232570498 0.199294232570498 0.199294232570498 0 0 0.183393904083948 0.201949114929147 0.201949114929147 0.201949114929147 0.20431318552712 0.204563095021395 0.215311290581702 0.243068170726781 0.264292680290897 0.261633099552097 0.208382385003832 0.213171170071599 0.209604044828739 0.232966817068021 0.226544355954763 0.180600466534687 0.194554860593225 0.157392621800325 0.229431243557036 0.200769570182463 0.181084431155801 0.173990058574935 0.250093963127044
"JF443274" 0.207299510254138 0.157614516976396 0.150993361042784 0.178354817536755 0.183082985157773 0.179803178083858 0.158452289217537 0.185714093862199 0.195677532966059 0.201398538020023 0.199017581139901 0.150993361042784 0.199865981943625 0.201398538020023 0.221532660172736 0.182678168009078 0.175717498749774 0.15816755590614 0.140593247916497 0.241502903476789 0.185609362439025 0.179803178083858 0.194826406775219 0.197479342567296 0.193018080626839 0.200462258474134 0.177757427550419 0.177493705155711 0.160730197485467 0.156184711634841 0.164722115104106 0.140593247916497 0.165337405951749 0.203829684303547 0.186243290813868 0.00167224236142362 0.00167224236142362 0.195677532966059 0.223023705611265 0.183082985157773 0.183082985157773 0.183082985157773 0.183393904083948 0.183393904083948 0 0.188312163535666 0.188312163535666 0.188312163535666 0.18597571068597 0.177493705155711 0.188585215470081 0.22585328953616 0.244100311915341 0.241502903476789 0.18416759886411 0.204373236183009 0.177757427550419 0.22086571700775 0.207299510254138 0.157614516976396 0.178354817536755 0.150993361042784 0.185311788192441 0.175717498749774 0.15816755590614 0.140593247916497 0.22086571700775
